0 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 0.587785 0.809017 0.951057 1 0.951057 
0.5 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 0.587785 0.809017 0.951057 1 
1 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 0.587785 0.809017 0.951057 
1.5 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 0.587785 0.809017 
2 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 0.587785 
2.5 1 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 0.309017 
3 0.951057 1 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 5.35898e-08 
3.5 0.809017 0.951057 1 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 
4 0.587785 0.809017 0.951057 1 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 
4.5 0.309017 0.587785 0.809017 0.951057 1 0.951057 0.809017 0.587785 0.309017 0 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 -0.587785 -0.309017 1.60769e-07 0.309017 0.587785 0.809017 0.951057 1 0.951056 0.809017 0.587785 0.309017 -1.0718e-07 -0.309017 -0.587785 -0.809017 -0.951057 -1 -0.951056 -0.809017 
